PARK_NAME,PARK_STATUS,PARK_TYPE,SUB_TYPE,AREA_HECTARES,EXISTING_PARK_NO,CONSTRUCTED_YEAR,ACCESS_POINTS,COMPKEY,OBJECTID,Shape__Area,Shape__Length
WOLF COUNTRY VALLEY SOUTH,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,15.764,668,2012,,216439,286,301402.44921875,3823.33305081954
EDDITHA VALLEY,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,0.899,534,2016,,200764,287,17205.390625,919.499858142176
EB GRAHAM VALLEY,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,13.345,353,1980,"STANLEY CARBERRY DR, MERRYDALE CRT, DALLA RIVA CRT, GOREWAY DR",138453,288,256316.28515625,2922.69846326223
BLUE JAY PARK,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,9.937,355,1990,"COUNTRYSIDE DR, MCVEAN DR, BLUE JAY AV",138036,289,190882.4921875,2935.37018637182
BRAMPTON-MARIKINA FRIENDSHIP PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.812,415,2007,"VANDERBRINK DR, SUGARCANE AVE, SERENCES WAY",138432,290,15583.6171875,491.221230872973
HARTLEY CHANNEL,ACTIVE,ENVIRONMENTAL PARKS,CHANNEL,3.397,427,2004,"EARLSBRIDGE BLVD, WANLESS DR, MISTYCREEK CRES, TIMBERGLADE DR, CLARION RD",138743,291,65072.7109375,2238.49671794936
HAWKE CHANNEL,ACTIVE,ENVIRONMENTAL PARKS,CHANNEL,1.684,500,2006,"BELLEVILLE DR, SORBONNE CRT, ST HUBERT DR,EIFFEL BLVD",138019,292,32353.7890625,1432.28131518075
LAKE LOUISE PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.81,014,2001,"WILLICK PL, WILMONT CRT, LAKE LOUISE DR, DUNLOP CRT",138376,293,15498.71875,677.548367000897
BUICK PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.804,393,2007,"BRISDALE DR, BUICK BLVD",138074,294,15386.66015625,503.759801078567
NORMAN PRICES CHANNEL,ACTIVE,ENVIRONMENTAL PARKS,CHANNEL,0.81,478,2006,JAMES POTTER RD,199554,295,15491.96875,827.299904820048
COLONEL WILLIAM CLAUS VALLEY,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,16.066,645,2003,QUINCY PL,138076,296,308450.44140625,4049.92926936129
JESSE PERRY PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.543,707,2016,"BONNIE BRAES DR, CHESTERWOOD CRES, MIDNIGHT LANE",447574,297,10375.6875,488.247317511215
PEARSON PARK,ACTIVE,ENVIRONMENTAL PARKS,WOODLOT,2.294,043,1983,"CHAROLAIS BV, TORRANCE WOODS, PEARSON RD",138502,298,43854.9765625,1574.5069193084
BEACONSFIELD PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.469,036,1989,"BEACONSFIELD AV, CHINGUACOUSY RD",138016,299,8963.75390625,430.481923684711
LYNCH-PETRONI PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,VEST POCKET,0.342,268,1985,"HOWDEN ST, VODDEN RD, LIVERY WAY, LINDEN CRES",138406,300,6540.84765625,435.310205065446
HOLLOWTREE PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,VEST POCKET,0.414,166,1980,"WILLIAMS PKWY, ASHFORD CRT, CARTER DR",138317,301,7911.046875,360.995794299321
LILLINGTON CHANNEL SOUTH,ACTIVE,ENVIRONMENTAL PARKS,CHANNEL,0.278,603,1970,HILLSIDE DR,205828,302,5327.16796875,548.457128455237
PARR LAKE NORTH PARK,ACTIVE,ENVIRONMENTAL PARKS,OPEN SPACE,4.251,273,1989,"LA FRANCE RD,VODDEN ST E, LEEWARD DR, LAKERIDGE DR",138499,303,81440.49609375,1950.04930776879
BROOKBANK PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.36,208,1988,BROOKBANK CRT,138070,304,6905.3984375,347.311130680701
PRINCESS POINT VALLEY,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,10.433,670,2015,,199555,305,199634.1015625,2761.13945881605
EDGEBROOKE PARK,ACTIVE,ENVIRONMENTAL PARKS,LINK,0.844,339,1970,"BALMORAL DR, EARNSCLIFFE CIR, EDGEBROOK CR, EPSOM DOWNS DR",138209,306,16164.59375,1043.7051178566
CLAYPINE PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,1.122,164,1980,"CLAYPINE TRAIL, CENTRE ST N, BLACKTHORN LANE",138130,307,21478.66015625,773.883213036407
BLUE LAKE PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,TOWN SQUARE,0.768,013,2000,"OLYMPIA CR, MAROTTA AV, BLUE LAKE AV",138037,308,14701.8828125,479.93746168817
FLETCHERS PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,TOWN SQUARE,0.774,010,2000,"SPRINGHURST AV, NAVY CR",138249,309,14815.46484375,475.175573369311
WILDFIELD PARK - ST JOHN BOCCE,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,8.429,508,1975,"ST. JOHNS RD, BEAMISH CT, COUNTRYSIDE DR",138805,310,162012.08203125,2735.93082003716
COSMO VISTA,ACTIVE,ENVIRONMENTAL PARKS,VISTA,0.044,466,2003,COSMO CRT,138137,311,841.17578125,122.119914139357
LUCINDA PARK,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,0.495,352,1990,LUCINDA CT,138402,312,9542.04296875,697.252434215106
FLOWER CITY COMMUNITY CAMPUS,ACTIVE,CITY PARKS,CITY SPORTS PARK,32.946,034,2000,"MCLAUGHLIN RD S, QUEEN ST W",138252,313,630189.8671875,3590.51039277978
GROVELAND PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.047,608,1983,GROVELAND CRES,216442,314,901.6015625,237.0040589178
VICTORIA PARK,ACTIVE,COMMUNITY PARKS,COMMUNITY PARK,7.994,399,1970,"VICTORIA CR, AVONDALE BV",138779,315,153102.83203125,3244.97748020332
VANIER PARK,ACTIVE,ENVIRONMENTAL PARKS,OPEN SPACE,3.963,046,1983,"ELGIN DR, TORRANCE WOODS",138776,316,75782.03515625,2356.61979108578
JOE ASHTON POND SOUTH,ACTIVE,STORMWATER MANAGEMENT PONDS,STORMWATER MANAGEMENT POND,2.458,1654,2012,CREDITVIEW RD,209525,317,47001.56640625,990.218627526352
SUMMER VALLEY,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,14.51,119,1999,"SUMMER VALLEY DR, MAYFIELD RD",138720,318,278212.796875,2362.9036865327
DIXIE PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,VEST POCKET,0.534,256,1986,"BOVAIRD DR E, NEWBURY CRES",138181,319,10231.203125,410.452426196466
WINDFLOWER VISTA,ACTIVE,ENVIRONMENTAL PARKS,VISTA,0.127,491,2005,VALLEYCREEK DR,138813,320,2427.6640625,225.770706677574
"ARTS, CULTURE AND THEATRE DIVISION",ACTIVE,OPERATIONS/ADMINISTRATION FACILITIES,OPERATIONS/ADMINISTRATION FACILITY,1.959,538,1990,"ORENDA RD, ORENDA RD",138498,321,37506.9453125,869.822445518098
TARA PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.718,177,1980,MAIN ST N,138733,322,13749.4453125,551.207341345072
SCOTT STREET PARKETTE,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,0.754,174,1986,"SCOTT ST, CHURCH ST E",138676,323,14436.6640625,629.959354170253
PRAIRIE CREEK POND,ACTIVE,STORMWATER MANAGEMENT PONDS,STORMWATER MANAGEMENT POND,1.293,1618,,,465507,324,24702.984375,676.202762046318
CHECKERBERRY PARK WEST,ACTIVE,ENVIRONMENTAL PARKS,LINK,0.072,509,2014,CHECKERBERRY CRES,441056,325,1372.9375,160.139674355815
MOOREHEAD PARK,ACTIVE,NEIGHBOURHOOD PARKS,LOCAL,5.306,216,1989,"MOOREHEAD CRES, RICHVALE DR S",138459,326,101684.01171875,1836.99838219785
PEDDLE WOODLOT,ACTIVE,ENVIRONMENTAL PARKS,WOODLOT,4.397,460,2006,"BERRIES DR, SUGARHILL DR, RAMBLING OAK DR",138503,327,84190.203125,1251.9498869504
FLETCHERS CREEK VALLEY,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,10.905,441,2001,"VALLEYPARK CRES, QUEEN ANNE DR, MONACO CRT, MARYCROFT CRT, QUEEN MARY DR, BOVAIRD DR",138250,328,208797.39453125,2957.34250108893
IRONBLOCK PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.82,469,2007,"WINDSWEPT TRAIL, VAN KIRK DR, IRON BLOCK DR",138328,329,15717.33203125,514.474370643848
NANCE HORWOOD VALLEY,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,23.151,787,,,220853,330,443243.2734375,4173.49347289716
METCALFE HOLLOW,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,4.459,450,2004,"MISTYMORNING DR, CASTLEMORE RD",138515,331,85580.49609375,1488.09797454701
CRANBROOKE COURT,ACTIVE,NEIGHBOURHOOD PARKS,LINK,0.027,613,1990,,214337,332,519.96875,162.408883271577
JOE ASHTON VALLEY SOUTH,ACTIVE,ENVIRONMENTAL PARKS,WETLAND,8.912,674,2012,CREDITVIEW RD,221204,333,170403.02734375,3281.43360208641
HEART LAKE CONSERVATION AREA,ACTIVE,CONSERVATION AUTHORITY-OWNED LANDS ,CONSERVATION AREA,147.786,213,1957,,138487,334,2833922.04296875,13041.6748547406
MALDIVES CHANNEL WEST,ACTIVE,ENVIRONMENTAL PARKS,CHANNEL,0.258,348,2001,WHITWELL DR,137988,335,4949.99609375,353.576176101715
LEFLAR PARK,ACTIVE,NEIGHBOURHOOD PARKS,LOCAL,0.727,719,2014,"ELWIN RD, BASSETT CRES",220667,336,13891.09765625,485.225832339611
SCARLET TANAGER WOODS,ACTIVE,ENVIRONMENTAL PARKS,WOODLOT,1.732,410,2006,"VALLEYCREEK DR, COTTRELLE BLVD, SPRINGFOREST RD, HUNTSPOINT DR",138769,337,33243.09765625,769.999202376502
CHURCHVILLE PARK NORTH,ACTIVE,ENVIRONMENTAL PARKS,CHANNEL,0.734,549,1970,"MARTIN S BLVD, VICTORIA ST",199568,338,14024.4375,740.777273796274
CHURCHVILLE PARK SOUTH,ACTIVE,ENVIRONMENTAL PARKS,CHANNEL,5.649,015,1970,"MARTIN S BLVD, VICTORIA ST",138125,339,107941.0546875,1986.56646227237
SHERIDAN WOODLANDS,ACTIVE,ENVIRONMENTAL PARKS,OPEN SPACE,6.674,045,1983,"MORTON WY, DUGGAN DR, CHAROLAIS BV",138686,340,127641.55859375,1748.7348305709
MORRIS KERBEL PARK,ACTIVE,COMMUNITY PARKS,COMMUNITY PARK,11.341,143,1988,"CONESTOGA DR, WESMORLAND AVE",138460,341,217299.3125,1978.16060660913
MILLSTONE PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.433,053,1992,"MAVIS RD, STEELES AV W, MILLSTONE DR",138455,342,8280.5625,396.073747771928
SANDALWOOD WORKS YARD,ACTIVE,OPERATIONS/ADMINISTRATION FACILITIES,OPERATIONS/ADMINISTRATION FACILITY,19.287,536,1999,"SANDALWOOD PKWY W, ",138674,343,369530.42578125,3534.26717375875
BOTTOMWOOD VALLEY,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,2.441,446,2007,"CASTLEMORE RD, HUMBERWEST DR, BOTTOMWOOD ST, HERDWICK ST",138044,344,46837.03515625,1064.04055998387
BRAMPTON SPORTS PARK,ACTIVE,CITY PARKS,CITY SPORTS PARK,44.344,247,1993,KENNEDY RD S,138057,345,848266.0078125,4088.64788154688
RIVERSTONE POND NORTH,ACTIVE,STORMWATER MANAGEMENT PONDS,STORMWATER MANAGEMENT POND,1.023,1523,2013,,481270,346,19628.87109375,567.685614203181
LILLIE ROBERTS PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,1.224,482,2007,MOUNT ROYAL CIR,138393,347,23500.47265625,638.954634349585
CENTURY GARDENS,ACTIVE,COMMUNITY PARKS,COMMUNITY PARK,7.698,231,1977,"ARCHDEKIN DR, VODDEN ST E, FALLWAY RD",138107,348,147439.21484375,1797.2223242272
ROSALEA PARK,ACTIVE,CITY PARKS,CITY PARK,2.329,172,1950,"CHURCH ST E, SCOTT ST",138546,349,44586.8203125,860.806858056204
GREAT LAKES PARK,ACTIVE,NEIGHBOURHOOD PARKS,LOCAL,3.894,251,1999,"GREAT LAKES DR, PETER ROBERTSON BLVD, SAILWIND RD, PACIFIC WIND CRES",138282,350,74656.18359375,2276.19649314444
KINGKNOLL PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,1.665,052,1985,"KINGKNOLL DR, WINDMILL BV",138363,351,31809.17578125,888.230904289113
BOXCAR CHANNEL NORTH,ACTIVE,ENVIRONMENTAL PARKS,CHANNEL,0.803,618,1990,,199584,352,15386.6328125,978.57085178499
PATRICK OLEARY PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.884,486,2010,"DON MINAKER DR, RIVERSTONE DR, BALLYSHIRE DR",138540,353,16970.2265625,557.594464758312
JOSEPH LAWSON PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.772,497,2008,SWALES CRES,138349,354,14820.9296875,475.574331074655
DUGGAN PARK,ACTIVE,COMMUNITY PARKS,COMMUNITY SPORTS PARK,9.049,165,1983,"CENTRE ST N, VODDEN ST E",138191,355,173033.875,2136.90285533872
INTERMODAL CHANNEL SOUTH,ACTIVE,ENVIRONMENTAL PARKS,CHANNEL,2.929,607,1990,INTERMODAL DR,199587,356,56152.84765625,1389.61851686752
BOTTOMWOOD PARK,ACTIVE,NEIGHBOURHOOD PARKS,TOWN SQUARE,0.863,397,2005,"TRIPLE CROWN DR, EASTWAY ST, GASPE RD, BOTTOMWOOD ST",138043,357,16554.08984375,504.213220041388
BRISTOL WAY,ACTIVE,ENVIRONMENTAL PARKS,LINK,0.647,434,2002,"PENBRIDGE CIR, REDFINCH WAY",138507,358,12375.41796875,1050.21295925396
SNURETOWN VALLEY SOUTH,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,7.963,614,2013,,471639,359,152213.24609375,2011.46130733843
JAYFIELD PARK,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,2.205,322,1975,"JAYFIELD RD, WILLIAMS PKY, TORBRAM RD, JILL CRES",138340,360,42316.32421875,1617.4471282532
ALLOA POND,ACTIVE,STORMWATER MANAGEMENT PONDS,STORMWATER MANAGEMENT POND,4.884,1617,2014,,214357,361,93475.28125,1598.53080653032
DAVENFIELD VALLEY,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,6.136,992,2002,"EBENEZER RD, EBENEZER RD",469714,362,117737.58984375,1945.53170849116
ARTHUR BROWN CHANNEL,ACTIVE,ENVIRONMENTAL PARKS,CHANNEL,1.039,965,,,214358,363,19848.21875,1061.22115782462
MAHAFFY PARK,ACTIVE,NEIGHBOURHOOD PARKS,LOCAL,0.769,705,2016,JOHN M MICROSTATION SHAPE  ,220875,364,14712.8359375,475.724086472078
STEPHEN LLEWELLYN RECREATIONAL TRAIL WEST,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,6.032,313,2001,"COBBLESTONE CT, TORBRAM RD, SANDALWOOD PY E, MINT LEAF BV",138718,365,115742.94140625,2272.97136077714
STARLING VALLEY,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,0.976,481,2008,"RYECROFT CRES,HESLOP CIR, BRAMALEA RD",138713,366,18722.55078125,707.17002558347
BUCKSAW POND,ACTIVE,STORMWATER MANAGEMENT PONDS,STORMWATER MANAGEMENT POND,1.306,1623,,,466168,367,25016.984375,771.162681976195
CHESHAM PARKETTE,ACTIVE,ENVIRONMENTAL PARKS,WETLAND,1.289,116,1980,"CHESHAM CT, LISMORE CT, TWEEDSMUIR CT",138114,368,24718.97265625,796.193735205026
CARLETON PARK,ACTIVE,ENVIRONMENTAL PARKS,WOODLOT,4.904,275,1983,"CLARK BV, CARLETON PL, FLORIBUNDA CR, DIXIE RD",138089,369,93421.2734375,2463.26634678107
TREELINE POND,ACTIVE,STORMWATER MANAGEMENT PONDS,STORMWATER MANAGEMENT POND,0.88,1531,2000,TREELINE BLVD,138756,370,16909.41796875,731.113631141623
GORE VALLEY,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,5.205,416,2005,"DON MINAKER DR, GORE VALLEY TRAIL, EASTVIEW GATE, COTTRELLE BLVD",138277,371,99904.10546875,2285.52207733312
ELDORADO PARK,ACTIVE,COMMUNITY PARKS,COMMUNITY PARK,21.667,005,1970,CREDITVIEW RD,138211,372,414135.8125,2697.83730253924
TILLACOUTRY PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.857,682,,"ROBERT PARKINSON DR, TOLEDO LANE, FENCHURCH DR",200769,373,16399,516.003297735031
JAMES AND EDNA DAVIS PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.747,349,2008,"SUGARBERRY DR, ROUNDSTONE DR, CRYSTAL GLEN CRES",138333,374,14287.03125,493.001341339535
SIMON GRANT PONDS,ACTIVE,STORMWATER MANAGEMENT PONDS,STORMWATER MANAGEMENT POND,6.542,1541,2005,INTERMODAL DR,199556,375,125422.84375,2349.71811547693
SHERIDAN PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.386,176,1975,"CHURCH ST E, SOPHIA ST, THORSBY CT",138685,376,7387.1015625,540.19403376738
BIRCHBANK PARK,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,1.542,302,1970,"BIRCHBANK RD, DIXIE RD",138027,377,29526.60546875,1390.83869196078
SEAPINES PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.527,643,2013,"SEAPINES ST, MOUNTAIN RIDGE RD",200740,378,10076.3125,512.351758209281
THACKERAY VALLEY,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,3.569,440,2004,"LORMEL GATE, MCLAUGHLIN RD N, SUNNYBROOK CRES, MARYCROFT CRT",138729,379,68330.75,1425.01590254833
SCRIBNER PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.151,224,1980,"SCRIBNER CRT, RICHVALE DR S, LAURIER CRT",138678,380,2888.609375,384.283257030376
MAPLEHURST PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.26,215,1980,"SPARKLETT CRES, RICHVALE DR S, MAPLEHURST SQ",138430,381,4973.7265625,437.632325800252
NOTRE DAME PARK,ACTIVE,NEIGHBOURHOOD PARKS,LOCAL,0.78,217,1992,RICHVALE DR S,138484,382,14938.8359375,479.351361762179
HOCKLEY PATH PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.116,236,1980,"HOCKLEY PATH, WINTERFOLD DR",138315,383,2215.70703125,230.508662831019
STAFFORD WOODS,ACTIVE,ENVIRONMENTAL PARKS,WOODLOT,5.158,151,1988,"CONSERVATION DR, SHADYWOOD RD, VOGUE CR, RIDELLE CT",138712,384,98843.36328125,1653.84075766846
CHARTERS ROAD PARK,ACTIVE,NEIGHBOURHOOD PARKS,VEST POCKET,0.413,233,1975,"HANSEN RD N, VODDEN ST E, CHARTERS RD",138112,385,7911.27734375,618.258245356141
ROBWILL PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.2,241,1980,"ROBWILL CT, CARBERRY CR",138541,386,3822.328125,368.920868753048
SEABORN PARK,ACTIVE,NEIGHBOURHOOD PARKS,LOCAL,1.725,243,1975,"SEABORN RD, BARKWOOD CRT, HERKLEY DR",138679,387,33041.3125,907.775481001738
BAYRIDGE PARK,ACTIVE,NEIGHBOURHOOD PARKS,TOWN SQUARE,0.982,387,2005,"BAYRIDGE DR, HORIZON ST, HAMMOCK",138013,388,18842.51171875,540.139705230361
ARTHUR SHAW CHANNEL,ACTIVE,ENVIRONMENTAL PARKS,CHANNEL,3.244,061,2008,"EXECUTIVE CRT, SLED DOG RD, MOUNTAIN AS RD, TORBRAM RD",138224,389,62276.88671875,2336.39843860003
MIDAIR CHANNEL,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,1.124,585,1990,INTERMODAL DR,199612,390,21537.52734375,1036.75732449571
PICASSO PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.695,430,2012,"OKLAHOMA DR, BURNSTOWN CIR",204728,391,13338.71875,481.608320218032
BLACK FOREST PARK NORTH,ACTIVE,NEIGHBOURHOOD PARKS,LOCAL,1.674,277,1997,BLACK FOREST DR,138028,392,32063.15234375,811.364582905913
LUONGO PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.744,664,2012,"ANNUAL CIR, ROYAL WEST DR, ADAMSVILLE RD",205124,393,14226.67578125,472.598136442655
CRESCENT HILL PARK,ACTIVE,ENVIRONMENTAL PARKS,OPEN SPACE,6.639,287,1975,"DIXIE RD, HOWDEN BLVD, MANSFIELD ST, HILLDALE CR, CRESCENT HILL DR S",138152,394,127219.37109375,4267.42394160132
WATSON VALLEY,ACTIVE,CONSERVATION AUTHORITY-OWNED LANDS(CITY MAINTAINED),CONSERVATION AREA,11.95,156,1980,"CONSERVATION DR, TREMONT CT",138790,395,229045.87109375,2484.85227920296
ELGIN WOODS PARK,ACTIVE,CONSERVATION AUTHORITY-OWNED LANDS(CITY MAINTAINED),CONSERVATION AREA,5.505,091,1983,"MAIN ST S, ELGIN DR, HODGSON ST, WESTGATE WK",138213,396,105337.21875,1543.37416086559
BILL BURRELL VALLEY,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,5.316,376,2003,"BRAYDON BLVD, BLAKETON CRT, PALI DR",138064,397,102050.3046875,2348.66572083175
GLADSTONE-SHAW PARK,ACTIVE,NEIGHBOURHOOD PARKS,VEST POCKET,0.65,358,1983,ROSEGARDEN DR,138267,398,12488.1328125,495.584409661209
SCOTTSDALE PARKETTE NORTH,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.057,574,1983,"SCOTTSDALE CRT, KENNEDY RD S",199597,399,1081.98046875,190.438495004522
FRED KEE CHANNEL,ACTIVE,ENVIRONMENTAL PARKS,CHANNEL,2.397,082,1994,"MAPLECREST CRT, SADDLETREE TRAIL",138550,400,45891.48046875,3190.35559521411
MADOC PARK,ACTIVE,NEIGHBOURHOOD PARKS,LOCAL,1.573,238,1974,"CRAWFORD DR, LAUDERDALE RD, HANSEN RD",138410,401,30126.5234375,694.570135703826
IVY BRIDGE PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.498,237,1975,"IVYBRIDGE DR, BRUCE BEER DR, RUTHERFORD RD N",138329,402,9542.078125,615.4587392285
AMERICAN WOODCOCK VALLEY,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,3.931,407,1995,COUNTRYSIDE DR,138140,403,75493.67578125,1385.01740433552
CHINGUACOUSY SANDALWOOD COMMUNITY PARK,ACTIVE,COMMUNITY PARKS,COMMUNITY PARK,11.164,476,2008,"CHINGUACOUSY RD, SEWELLS LANE, ESLER LANE ",138117,404,213757.3125,2069.44593159527
SPEARHEAD VISTA,ACTIVE,ENVIRONMENTAL PARKS,VISTA,0.271,498,2005,LOUVRE CIR,199559,405,5198.0078125,323.709820416728
FRANCIS BRANSBY WOODS,ACTIVE,ENVIRONMENTAL PARKS,WOODLOT,4.532,487,2007,"HELLYER AVE, OLIVE MARIE",138384,406,86599.77734375,1570.30523846745
GLENBROOK VALLEY,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,1.408,409,1985,"MCVEAN DR, GLENBROOK BLVD",138268,407,27024.76953125,1117.21250544805
MIDSUMMER PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.469,654,2011,"MIDSUMMER DR, GARRYOAKS DR",187856,408,9003.46484375,412.734247463399
PEELTON PARK,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,7.448,098,1981,"CHAROLAIS BLVD, MCLAUGHLIN RD S, PARKSIDE DR",138506,409,142360.88671875,2712.75181110324
KEN WHILLANS DRIVE PARK,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,3.234,167,1986,"KEN WHILLANS DR, CHURCH ST E, VODDEN ST E",138355,410,61725.07421875,2497.80915445804
WESTCHESTER PARK,ACTIVE,ENVIRONMENTAL PARKS,WOODLOT,1.714,202,1987,"CHATTERTON CT, AUSTIN DR",138791,411,32784.609375,1128.44861881329
JEFFERSON PARK,ACTIVE,NEIGHBOURHOOD PARKS,LOCAL,6.789,323,1975,"JEFFERSON RD, NORTH PARK DR, JORDAN BLVD, JAFFA DR, JACOBS SQ, JENSEN SQ, JASMINE SQ, JEROME CRES",138341,412,130208.328125,3266.91683051843
DONWOODS PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.054,610,2011,"DONWOODS CRT,",196400,413,1032.19921875,126.803707363943
WYNVIEW PARK,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.599,623,2013,"FRANKTOWN DR, GENTRY WAY, WYNVIEW ST",205120,414,11493.625,434.84848668956
PEDIGREE POND,ACTIVE,STORMWATER MANAGEMENT PONDS,STORMWATER MANAGEMENT POND,1.315,1537,2003,,469803,415,25186.65234375,793.146869732272
THOMAS ANDERSON POND,ACTIVE,STORMWATER MANAGEMENT PONDS,STORMWATER MANAGEMENT POND,1.363,1556,2004,"PERGOLA WAY, BELLAMY CRT, CLEMENTINE DR",138018,416,26039.87890625,711.853609798833
LENNON POND,ACTIVE,STORMWATER MANAGEMENT PONDS,STORMWATER MANAGEMENT POND,1.014,1555,2005,ROLLINGWOOD DR,186332,417,19374.72265625,859.364753539882
HAVELOCK RETENTION FACILITY,ACTIVE,STORMWATER MANAGEMENT PONDS,STORMWATER MANAGEMENT POND,1.499,1521,1988,"HAVELOCK DR,",138297,418,28665.10546875,794.641571195776
ODLUM POND,ACTIVE,STORMWATER MANAGEMENT PONDS,STORMWATER MANAGEMENT POND,1.472,1547,2007,"AIRPORT RD, ",138083,419,28266.48046875,802.243617907667
WHEATFIELD POND,ACTIVE,STORMWATER MANAGEMENT PONDS,STORMWATER MANAGEMENT POND,1.845,1509,2007,EAGLE PLAINS DR,199561,420,35391.9375,911.73264853733
HILLDALE PARK NORTH,ACTIVE,ENVIRONMENTAL PARKS,VALLEY,6.284,290,1975,"WILLIAMS PKWY E, HILLDALE CR, MELITA PL",138313,421,120448.84375,2033.89179211988
NEVILLE-LAKE PARK,ACTIVE,NEIGHBOURHOOD PARKS,LOCAL,3.392,244,1978,"WEYBRIDGE TRAIL, STEPHENSEN CRT",138794,422,64978.83203125,1453.02378683118
MAYBECK PARKETTE,ACTIVE,NEIGHBOURHOOD PARKS,PARKETTE,0.803,514,2012,"MONTREAL ST, MAYBECK DR, CREDITVIEW RD",205121,423,15351.37890625,488.686370060636
ARTHUR WARNER POND,ACTIVE,STORMWATER MANAGEMENT PONDS,STORMWATER MANAGEMENT POND,4.177,1569,2011,,200757,424,79852.7421875,1174.23965669675
RICHVALE PARK,ACTIVE,COMMUNITY PARKS,COMMUNITY PARK,12.163,221,1983,"RICHVALE DR N, SANDALWOOD PKWY E, CANDLEWOOD CRT, RAWLING CRES, REGENTVIEW DR, MONTE VISTA TRAIL, PEGGY CRT",138535,425,233189.06640625,3749.17957574036
DONALD M GORDON CHINGUACOUSY PARK,ACTIVE,CITY PARKS,CITY SPORTS PARK,40.133,288,1973,"BRAMALEA RD, CENTRAL PARK DR, QUEEN ST E",138164,426,769159.78515625,3527.75582943696
